iter	RMSE
283	7.281342057
284	7.265071316
285	7.249967748
286	7.225142605
287	7.21038996
288	7.161766045
289	7.146368962
290	7.130802316
291	7.116668451
292	7.070925389
293	7.029019653
294	7.003928821
295	6.951138546
296	6.931150386
297	6.915978931
298	6.903125353
299	6.889163983
300	6.876221347
301	6.847985149
302	6.83533044
303	6.8166709
304	6.803481004
305	6.759045373
306	6.739320788
307	6.699853871
308	6.684711962
309	6.672947383
310	6.659566742
311	6.630593122
312	6.619216157
313	6.577802052
314	6.554444843
315	6.543394144
316	6.51316466
317	6.485790151
318	6.448463409
319	6.402905665
320	6.372980145
321	6.36183769
322	6.323353287
323	6.28910867
324	6.279070663
325	6.237122646
326	6.226572681
327	6.200808463
328	6.175623129
329	6.137142173
330	6.116503561
331	6.077977106
332	6.067589958
333	6.028305748
334	6.01888762
335	5.995670155
336	5.986048531
337	5.94800485
338	5.90888692
339	5.899535311
340	5.872796505
341	5.859794689
342	5.82355354
343	5.797362977
344	5.766634614
345	5.735456318
346	5.723828759
347	5.715162421
348	5.696155601
349	5.670303291
350	5.638663949
351	5.629535955
352	5.618799318
353	5.580079591
354	5.548987435
355	5.517627182
356	5.509641837
357	5.479469775
358	5.450606574
359	5.419352606
360	5.391709373
361	5.384133749
362	5.346649032
363	5.333391314
364	5.326480577
365	5.290465336
366	5.264676631
367	5.233840777
368	5.200331408
369	5.173543038
370	5.161933222
371	5.13980708
372	5.113046821
373	5.099593178
374	5.083045832
375	5.053840417
376	5.039824433
377	5.006180425
378	4.97865843
379	4.953500136
380	4.930801011
381	4.912826961
382	4.887299672
383	4.865581777
384	4.839509748
385	4.810696438
386	4.789047245
387	4.759208529
388	4.749589502
389	4.72021079
390	4.699182522
391	4.68727114
392	4.658647789
393	4.634574688
394	4.61387946
395	4.588600678
396	4.56570435
397	4.541966775
398	4.534548294
399	4.508174811
400	4.491615735
401	4.47477124
402	4.455436804
403	4.447873276
404	4.439607466
405	4.416901039
406	4.409999684
407	4.40178483
408	4.396577023
409	4.376152381
410	4.352940241
411	4.330189755
412	4.308529688
413	4.28790668
414	4.275010778
415	4.257901185
416	4.236062693
417	4.222226697
418	4.204877219
419	4.180344843
420	4.161922223
421	4.140892891
422	4.123658404
423	4.104055158
424	4.098217066
425	4.081086285
426	4.064380439
427	4.049347043
428	4.027273545
429	4.004667192
430	3.987402279
431	3.977372896
432	3.966699843
433	3.947426949
434	3.930390164
435	3.917746418
436	3.909186917
437	3.888153114
438	3.874682757
439	3.870491102
440	3.856983731
441	3.836924788
442	3.826699464
443	3.805329617
444	3.784347986
445	3.770549498
446	3.764786811
447	3.755764463
448	3.736305227
449	3.721768431
450	3.710581288
451	3.698550274
452	3.693311133
453	3.689631194
454	3.673529957
455	3.656487411
456	3.639559542
457	3.623507831
458	3.61024455
459	3.606683261
460	3.599779824
461	3.578940022
462	3.560587543
463	3.55666972
464	3.552813167
465	3.546984722
466	3.52921858
467	3.525466177
468	3.514047444
469	3.510002656
470	3.498800214
471	3.492334002
472	3.484220825
473	3.466920418
474	3.456799729
475	3.446176167
476	3.431149648
477	3.428004404
478	3.414868933
479	3.408434428
480	3.405035787
481	3.397252546
482	3.386475631
483	3.38179529
484	3.369484317
485	3.353973378
486	3.335752319
487	3.331483948
488	3.325608763
489	3.306252911
490	3.30209565
491	3.287948827
492	3.277104031
493	3.271174112
494	3.267589896
495	3.255983307
496	3.237516593
497	3.234532008
498	3.227144122
499	3.213089354
500	3.209052012
501	3.206444524
502	3.197888748
503	3.182594801
504	3.169424159
505	3.154947023
506	3.14995516
507	3.14674108
508	3.132088408
509	3.128912439
510	3.116531429
511	3.111095128
512	3.097341568
513	3.084129892
514	3.069873422
515	3.061095673
516	3.051532258
517	3.045962773
518	3.041245587
519	3.038252515
520	3.034847402
521	3.03143328
522	3.027961977
523	3.025664003
524	3.020438329
525	3.005204642
526	3.000951492
527	2.985806772
528	2.981808355
529	2.962259977
530	2.958432957
531	2.94574102
532	2.92934597
533	2.918809531
534	2.91383619
535	2.902384419
536	2.886040438
537	2.872023579
538	2.858441685
539	2.842642186
540	2.832024128
541	2.820239508
542	2.810387772
543	2.793936178
544	2.790264905
545	2.78751241
546	2.776428228
547	2.773719606
548	2.765705341
549	2.753001892
550	2.739344266
551	2.726188247
552	2.72249951
553	2.716821707
554	2.709694389
555	2.706219044
556	2.703761307
557	2.698799881
558	2.689669339
559	2.686269543
560	2.669824648
561	2.666827916
562	2.664468431
563	2.656563793
564	2.645244146
565	2.636889939
566	2.624051036
567	2.61838408
568	2.608717885
569	2.598525289
570	2.586646751
571	2.583506324
572	2.569752204
573	2.557417446
574	2.555468537
575	2.54246027
576	2.530402007
577	2.518174437
578	2.515449408
579	2.503504698
580	2.493394715
581	2.484129786
582	2.47466842
583	2.466063412
584	2.460846208
585	2.458648823
586	2.455877999
587	2.453740099
588	2.442660642
589	2.440953337
590	2.429338623
591	2.421135843
592	2.412274288
593	2.409728535
594	2.395232118
595	2.392924435
596	2.380360706
597	2.370978817
598	2.360294574
599	2.357714552
600	2.347434565
601	2.345570319
602	2.336119894
603	2.334358889
604	2.32179062
605	2.315013587
606	2.307537446
607	2.305506765
608	2.303452509
609	2.301991932
610	2.290312817
611	2.276351126
612	2.27470649
613	2.268967438
614	2.257999766
615	2.255739909
616	2.246146754
617	2.244738408
618	2.236258167
619	2.234641955
620	2.226204634
621	2.215669087
622	2.204852807
623	2.196198005
624	2.189788765
625	2.185513849
626	2.175480955
627	2.16502165
628	2.154521103
629	2.147102199
630	2.136589582
631	2.134990556
632	2.124719025
633	2.123533019
634	2.115289681
635	2.107429119
636	2.100261879
637	2.091145633
638	2.084284874
639	2.082764057
640	2.0728761
641	2.063761802
642	2.05523036
643	2.046457699
644	2.045183821
645	2.043623373
646	2.035428323
647	2.026001216
648	2.016240776
649	2.005818484
650	1.996694093
651	1.995467148
652	1.985675674
653	1.978052339
654	1.970969239
655	1.963121458
656	1.955729619
657	1.945322965
658	1.937286011
659	1.936109636
660	1.931219979
661	1.923268175
662	1.918683024
663	1.916364736
664	1.910301973
665	1.903449553
666	1.895078261
667	1.891565214
668	1.889283339
669	1.883377033
670	1.878719077
671	1.877221853
672	1.870528833
673	1.861331258
674	1.855885581
675	1.848267816
676	1.843013774
677	1.832973837
678	1.830229905
679	1.828779343
680	1.820070948
681	1.814106455
682	1.806550696
683	1.799240064
684	1.797916545
685	1.7967093
686	1.795264489
687	1.78818577
688	1.780644534
689	1.779291575
690	1.772621881
691	1.766275355
692	1.764293145
693	1.762964597
694	1.76153035
695	1.753332227
696	1.745795954
697	1.744135958
698	1.742698551
699	1.733016082
700	1.731283069
701	1.722560822
702	1.712378846
703	1.703635755
704	1.702268191
705	1.696241571
706	1.687927562
707	1.682930482
708	1.681989988
709	1.680793143
710	1.673185622
711	1.671532049
712	1.665537306
713	1.663694595
714	1.655671322
715	1.651220342
716	1.650211876
717	1.642140156
718	1.633108717
719	1.62928414
720	1.628362528
721	1.62235643
722	1.615126275
723	1.608672677
724	1.607555431
725	1.606361169
726	1.600589948
727	1.593554813
728	1.592062746
729	1.590557935
730	1.583197292
731	1.582226536
732	1.58110223
733	1.579256627
734	1.577990242
735	1.570701558
736	1.565727966
737	1.558793382
738	1.554496328
739	1.553444791
740	1.548947248
741	1.545204452
742	1.539693661
743	1.535076657
744	1.527101483
745	1.523182732
746	1.514728553
747	1.508232792
748	1.504222552
749	1.497674108
750	1.493187773
751	1.484002005
752	1.478794014
753	1.476162261
754	1.469307061
755	1.465390174
756	1.458819932
757	1.451866726
758	1.446717929
759	1.44569013
760	1.437567204
761	1.43277754
762	1.431331017
763	1.426325669
764	1.421639206
765	1.420626354
766	1.414120503
767	1.412959407
768	1.411657667
769	1.407907378
770	1.406938957
771	1.398621736
772	1.392974497
773	1.392198938
774	1.391476564
775	1.387043283
776	1.383520502
777	1.37608425
778	1.375355268
779	1.37133486
780	1.366388194
781	1.365447397
782	1.363927202
783	1.359396179
784	1.354002639
785	1.353332299
786	1.348796209
787	1.341637404
788	1.334876046
789	1.329494669
790	1.324586674
791	1.321192104
792	1.31853698
793	1.31509491
794	1.312209413
795	1.30795332
796	1.304659946
797	1.299422967
798	1.298652546
799	1.297855123
800	1.293691556
801	1.293156155
802	1.288669294
803	1.283787762
804	1.279080602
805	1.275805409
806	1.272593965
807	1.267328228
808	1.26399577
809	1.263085194
810	1.262335081
811	1.259098717
812	1.25853286
813	1.257179485
814	1.252905908
815	1.248016103
816	1.240186006
817	1.234757156
818	1.231829548
819	1.228894676
820	1.225346099
821	1.218587501
822	1.218028394
823	1.212851183
824	1.209147867
825	1.208158421
826	1.204338203
827	1.198255737
828	1.197365118
829	1.193827964
830	1.186838185
831	1.181851498
832	1.176935381
833	1.172151641
834	1.170837882
835	1.17015002
836	1.164300367
837	1.163797469
838	1.157672008
839	1.157045074
840	1.153786043
841	1.151077082
842	1.150318194
843	1.144623278
844	1.144079564
845	1.139905977
846	1.135801509
847	1.131412004
848	1.127012801
849	1.123550263
850	1.11915819
851	1.114645335
852	1.108824223
853	1.108196318
854	1.107527828
855	1.105266451
856	1.104750027
857	1.102529744
858	1.099011929
859	1.095453882
860	1.093116702
861	1.092416788
862	1.08808137
863	1.085072547
864	1.07964158
865	1.079126222
866	1.074613235
867	1.072512475
868	1.067595715
869	1.06684073
870	1.060822921
871	1.057467022
872	1.056971427
873	1.054817134
874	1.050005089
875	1.047674761
876	1.040585267
877	1.038543711
878	1.035776194
879	1.030612272
880	1.030046807
881	1.024476331
882	1.022324606
883	1.018219305
884	1.015993905
885	1.015573221
886	1.012810512
887	1.012335574
888	1.009243207
889	1.008670836
890	1.004405524
891	1.003787585
892	0.9991723229
893	0.9969003883
894	0.9936019479
895	0.9926741661
896	0.9912305208
897	0.9890286397
898	0.9864508518
899	0.9847021939
900	0.9791201314
901	0.9765496978
902	0.9720140737
903	0.969509496
904	0.9674333318
905	0.9627795015
906	0.9603385065
907	0.9597581833
908	0.9573285416
909	0.9538975264
910	0.950819278
911	0.9503995898
912	0.9479677892
913	0.9474000699
914	0.9433804866
915	0.9417123785
916	0.9397239457
917	0.936178511
918	0.9307597399
919	0.9279254905
920	0.9231567839
921	0.9201058821
922	0.9168064647
923	0.913367817
924	0.9107771315
925	0.905498585
926	0.9020251442
927	0.8996190652
928	0.8990581415
929	0.8947210772
930	0.8906104738
931	0.8876365522
932	0.884297057
933	0.8810677868
934	0.8788200513
935	0.8762941913
936	0.8750927222
937	0.8730894456
938	0.8688651091
939	0.8682776647
940	0.8656477944
941	0.8628019669
942	0.8622199382
943	0.8597469028
944	0.8587933516
945	0.8538782121
946	0.8507060941
947	0.8487848397
948	0.8451929763
949	0.8427434595
950	0.8390041855
951	0.8364941395
952	0.8343533074
953	0.8323455485
954	0.8304029309
955	0.8282045931
956	0.8241648778
957	0.8223387632
958	0.8189604711
959	0.8163110703
960	0.8154775895
961	0.8118773638
962	0.8113378836
963	0.8082856648
964	0.8057415176
965	0.805434008
966	0.8035462309
967	0.8017984541
968	0.79756034
969	0.7939820648
970	0.7921793916
971	0.7918403592
972	0.790109223
973	0.7884839827
974	0.7854046684
975	0.7825387805
976	0.780452035
977	0.7783779323
978	0.7756934579
979	0.7740775303
980	0.7735819016
981	0.7730519682
982	0.7726598631
983	0.7711677551
984	0.7681765844
985	0.7648418619
986	0.7645144356
987	0.7638530712
988	0.7620656927
989	0.7601171285
990	0.7591326841
991	0.7570876752
992	0.7541976769
993	0.7527424507
994	0.7506322577
995	0.7495929091
996	0.7480975236
997	0.7439679
998	0.7418734807
999	0.7376675365
